problem_id,Question,A,B,C,D,Answer,config,split,question_with_options,reference_solution,judge_models,cognitive_level,knowledge_dimension,method_difficulty,definition_completeness,knowledge_breadth,reasoning_type,solution_steps,human_grade,human_cognitive_level,human_depth_of_knowledge,human_grade_num,human_difficulty,cognitive_level_o4-mini,knowledge_dimension_o4-mini,method_difficulty_o4-mini,definition_completeness_o4-mini,knowledge_breadth_o4-mini,reasoning_type_o4-mini,solution_steps_o4-mini,cognitive_level_Claude-3.7-sonnet,knowledge_dimension_Claude-3.7-sonnet,method_difficulty_Claude-3.7-sonnet,definition_completeness_Claude-3.7-sonnet,knowledge_breadth_Claude-3.7-sonnet,reasoning_type_Claude-3.7-sonnet,solution_steps_Claude-3.7-sonnet,cognitive_level_gemini-2.5-pro,knowledge_dimension_gemini-2.5-pro,method_difficulty_gemini-2.5-pro,definition_completeness_gemini-2.5-pro,knowledge_breadth_gemini-2.5-pro,reasoning_type_gemini-2.5-pro,solution_steps_gemini-2.5-pro
ARCCH_Mercury_7018148,The MAJORITY of the elements found on the Periodic Table of the Elements are,gases.,metals.,liquids.,nonmetals.,B,ARC-Challenge,validation,"Answer the following multi-choice question:
The MAJORITY of the elements found on the Periodic Table of the Elements are

Options:
A. gases.
B. metals.
C. liquids.
D. nonmetals.
","Most of the elements on the periodic table fall into the category of metals. Specifically, about three-quarters of the elements are metals, whereas nonmetals and metalloids make up the remainder. Only a handful of elements are gases at room temperature, and just two are liquids (mercury and bromine). Therefore, the majority are metals.

Answer: B","('o4-mini', 'Claude-3.7-sonnet', 'gemini-2.5-pro')","('Remember', 'Remember', 'Remember')","('Factual', 'Factual', 'Conceptual')","('Low', 'Low', 'Low')","('no', 'yes', 'no')","('Single-Discipline', 'Single-Discipline', 'Single-Discipline')","('Inductive', 'Deductive', 'Deductive')","(2, 1, 3)",Grade 08,Remembering,I,8,Low,Remember,Factual,Low,no,Single-Discipline,Inductive,2,Remember,Factual,Low,yes,Single-Discipline,Deductive,1,Remember,Conceptual,Low,no,Single-Discipline,Deductive,3
ARCEZ_Mercury_7044555,Which is not considered an instrument to be used to determine weather?,a barometer,a thermometer,an anemometer,a millimeter,D,ARC-Easy,test,"Answer the following multi-choice question:
Which is not considered an instrument to be used to determine weather?

Options:
A. a barometer
B. a thermometer
C. an anemometer
D. a millimeter
","Let’s consider each option:

1. Barometer – measures atmospheric pressure, a key weather parameter.  
2. Thermometer – measures temperature, essential for weather observation.  
3. Anemometer – measures wind speed, used in meteorology.  
4. Millimeter – a unit of length, not an instrument for measuring weather.

Answer: D","('o4-mini', 'Claude-3.7-sonnet', 'gemini-2.5-pro')","('Remember', 'Understand', 'Analyze')","('Factual', 'Factual', 'Conceptual')","('Low', 'Low', 'Low')","('yes', 'yes', 'yes')","('Single-Discipline', 'Single-Discipline', 'Multi-Discipline')","('Deductive', 'Deductive', 'Deductive')","(4, 2, 5)",Grade 08,Remembering,I,8,Low,Remember,Factual,Low,yes,Single-Discipline,Deductive,4,Understand,Factual,Low,yes,Single-Discipline,Deductive,2,Analyze,Conceptual,Low,yes,Multi-Discipline,Deductive,5
ARCCH_Mercury_7071943,Which soil component has the least capacity for holding water?,silt,clay,sand,humus,C,ARC-Challenge,train,"Answer the following multi-choice question:
Which soil component has the least capacity for holding water?

Options:
A. silt
B. clay
C. sand
D. humus
","To determine which soil component holds the least water, consider particle size, pore space, and surface area:

1. Clay  
   - Very fine particles  
   - High surface area and many small pores  
   - Retains water strongly (high water-holding capacity)

2. Silt  
   - Medium particle size  
   - Moderate pore size and surface area  
   - Intermediate water retention

3. Sand  
   - Coarse, large particles  
   - Large pore spaces allow rapid drainage  
   - Low surface area for water adhesion  
   - Holds the least water

4. Humus (organic matter)  
   - Highly porous and sponge-like  
   - Can retain many times its weight in water  
   - Very high water-holding capacity

Since sand has large pores and low surface area, water drains rapidly and its water-holding capacity is the lowest.

Answer: C","('o4-mini', 'Claude-3.7-sonnet', 'gemini-2.5-pro')","('Analyze', 'Analyze', 'Analyze')","('Conceptual', 'Conceptual', 'Conceptual')","('Low', 'Low', 'Low')","('yes', 'no', 'yes')","('Single-Discipline', 'Single-Discipline', 'Single-Discipline')","('Deductive', 'Deductive', 'Deductive')","(6, 6, 6)",Grade 08,Remembering,I,8,Low,Analyze,Conceptual,Low,yes,Single-Discipline,Deductive,6,Analyze,Conceptual,Low,no,Single-Discipline,Deductive,6,Analyze,Conceptual,Low,yes,Single-Discipline,Deductive,6
ARCCH_Mercury_7168560,The water cycle describes the movement of the water of Earth. About 96% of the water of Earth is the salt water found in the oceans while the remaining 4% is fresh water. Where would the majority of the freshwater on Earth be found?,groundwater and aquifers,swamps and wetlands,ice caps and glaciers,lakes and rivers,C,ARC-Challenge,train,"Answer the following multi-choice question:
The water cycle describes the movement of the water of Earth. About 96% of the water of Earth is the salt water found in the oceans while the remaining 4% is fresh water. Where would the majority of the freshwater on Earth be found?

Options:
A. groundwater and aquifers
B. swamps and wetlands
C. ice caps and glaciers
D. lakes and rivers
","Step 1: Total water on Earth is about 96% salt water and 4% freshwater.  
Step 2: That 4% freshwater is distributed roughly as follows:  
  • About 69% is locked up in ice caps and glaciers  
  • About 30% is in groundwater and aquifers  
  • The remaining ~1% is in lakes, rivers, swamps, soils, and the atmosphere  
Step 3: Since 69% > 30% > 1%, the majority of the freshwater is in ice caps and glaciers.  

Answer: C","('o4-mini', 'Claude-3.7-sonnet', 'gemini-2.5-pro')","('Remember', 'Remember', 'Analyze')","('Factual', 'Factual', 'Factual')","('Low', 'Low', 'Low')","('no', 'no', 'no')","('Single-Discipline', 'Single-Discipline', 'Single-Discipline')","('Deductive', 'Deductive', 'Deductive')","(3, 2, 2)",Grade 07,Remembering,I,7,Medium,Remember,Factual,Low,no,Single-Discipline,Deductive,3,Remember,Factual,Low,no,Single-Discipline,Deductive,2,Analyze,Factual,Low,no,Single-Discipline,Deductive,2
ARCEZ_Mercury_7015680,What are the characteristics of maritime polar air masses?,cool and dry,warm and dry,cool and humid,warm and humid,C,ARC-Easy,test,"Answer the following multi-choice question:
What are the characteristics of maritime polar air masses?

Options:
A. cool and dry
B. warm and dry
C. cool and humid
D. warm and humid
","First, recall the naming convention for air masses:
1. The first term indicates moisture source:
   - “Maritime” (m) means the air mass formed over water and is therefore moist (humid).
   - “Continental” (c) means it formed over land and is therefore dry.
2. The second term indicates thermal source:
   - “Polar” (P) means it formed at high latitudes and is therefore cold or cool.
   - “Tropical” (T) means it formed at low latitudes and is therefore warm.

A “maritime polar” (mP) air mass is thus:
– Moist (because it’s maritime)  
– Cool or cold (because it’s polar)  

That matches option C.

Answer: C","('o4-mini', 'Claude-3.7-sonnet', 'gemini-2.5-pro')","('Apply', 'Apply', 'Apply')","('Conceptual', 'Conceptual', 'Conceptual')","('Low', 'Low', 'Low')","('no', 'no', 'no')","('Single-Discipline', 'Single-Discipline', 'Single-Discipline')","('Deductive', 'Deductive', 'Deductive')","(3, 3, 4)",Grade 08,Remembering,I,8,Low,Apply,Conceptual,Low,no,Single-Discipline,Deductive,3,Apply,Conceptual,Low,no,Single-Discipline,Deductive,3,Apply,Conceptual,Low,no,Single-Discipline,Deductive,4
ARCEZ_Mercury_7195178,Some runners ate pasta before a race. The pasta was broken down into simple sugars and was absorbed by the blood stream. What body system was responsible for breaking down the pasta into small nutrients for use in the cells of the runners?,the nervous system,the digestive system,the excretory system,the endocrine system,B,ARC-Easy,test,"Answer the following multi-choice question:
Some runners ate pasta before a race. The pasta was broken down into simple sugars and was absorbed by the blood stream. What body system was responsible for breaking down the pasta into small nutrients for use in the cells of the runners?

Options:
A. the nervous system
B. the digestive system
C. the excretory system
D. the endocrine system
","To determine which body system is responsible for breaking down pasta into simple sugars and absorbing them into the bloodstream, we consider the functions of each:

A) Nervous system  
- Controls and coordinates bodily activities through nerve impulses  
- Does not chemically break down food

B) Digestive system  
- Includes organs like the mouth, stomach, and intestines  
- Mechanically and chemically breaks down food into nutrients (e.g., simple sugars)  
- Absorbs nutrients into the blood for use by cells

C) Excretory system  
- Removes waste products (e.g., through the kidneys and bladder)  
- Does not break down food into nutrients

D) Endocrine system  
- Secretes hormones to regulate body functions  
- Does not directly digest or absorb food

Since the process of breaking down pasta into simple sugars and absorbing those nutrients into the blood is the role of the digestive system, the correct choice is:

Answer: B","('o4-mini', 'Claude-3.7-sonnet', 'gemini-2.5-pro')","('Remember', 'Understand', 'Understand')","('Conceptual', 'Conceptual', 'Conceptual')","('Low', 'Low', 'Low')","('yes', 'yes', 'yes')","('Single-Discipline', 'Single-Discipline', 'Single-Discipline')","('Deductive', 'Deductive', 'Deductive')","(6, 2, 6)",Grade 07,Remembering,I,7,Medium,Remember,Conceptual,Low,yes,Single-Discipline,Deductive,6,Understand,Conceptual,Low,yes,Single-Discipline,Deductive,2,Understand,Conceptual,Low,yes,Single-Discipline,Deductive,6
ARCCH_Mercury_SC_401354,A student accidentally drops a test tube that breaks when it hits the floor. Which method is the best way to retrieve the broken glass?,pick up the pieces with a paper towel,use a chemical spill kit,use a dustpan and broom,pick up the pieces by hand,C,ARC-Challenge,train,"Answer the following multi-choice question:
A student accidentally drops a test tube that breaks when it hits the floor. Which method is the best way to retrieve the broken glass?

Options:
A. pick up the pieces with a paper towel
B. use a chemical spill kit
C. use a dustpan and broom
D. pick up the pieces by hand
","Let’s evaluate each option:

A) Using a paper towel is risky because glass shards can stick to or tear through the towel, and you can cut yourself.  
B) A chemical spill kit is designed for containing and neutralizing chemical spills, not for picking up glass fragments.  
C) A dustpan and broom allow you to sweep up all the small pieces safely without direct contact. This is the recommended lab procedure.  
D) Picking up glass by hand is dangerous and against standard safety rules.

Answer: C","('o4-mini', 'Claude-3.7-sonnet', 'gemini-2.5-pro')","('Evaluate', 'Evaluate', 'Evaluate')","('Procedural', 'Procedural', 'Procedural')","('Low', 'Low', 'Low')","('no', 'no', 'no')","('Single-Discipline', 'Single-Discipline', 'Single-Discipline')","('Deductive', 'Deductive', 'Deductive')","(5, 2, 5)",Grade 05,Remembering,I,5,Medium,Evaluate,Procedural,Low,no,Single-Discipline,Deductive,5,Evaluate,Procedural,Low,no,Single-Discipline,Deductive,2,Evaluate,Procedural,Low,no,Single-Discipline,Deductive,5
ARCEZ_Mercury_7139983,What may form as a direct result of a star collapsing?,constellation,galaxy,protostar,supernova,D,ARC-Easy,train,"Answer the following multi-choice question:
What may form as a direct result of a star collapsing?

Options:
A. constellation
B. galaxy
C. protostar
D. supernova
","Let’s analyze each option in turn:

1. Constellation: A constellation is just a pattern of stars as seen from Earth, not formed by a single star collapsing.  
2. Galaxy: A galaxy is a massive system of stars, gas, dust, and dark matter; it does not form from the collapse of one star.  
3. Protostar: A protostar forms when a cloud of gas and dust collapses under gravity, not when an existing star collapses.  
4. Supernova: When a massive star exhausts its nuclear fuel, its core can collapse catastrophically, causing a supernova explosion.  

The direct result of a star collapsing is a supernova.

Answer: D","('o4-mini', 'Claude-3.7-sonnet', 'gemini-2.5-pro')","('Analyze', 'Analyze', 'Analyze')","('Factual', 'Conceptual', 'Conceptual')","('Low', 'Low', 'Low')","('yes', 'no', 'yes')","('Single-Discipline', 'Single-Discipline', 'Multi-Discipline')","('Deductive', 'Deductive', 'Deductive')","(5, 2, 5)",Grade 08,Remembering,I,8,Medium,Analyze,Factual,Low,yes,Single-Discipline,Deductive,5,Analyze,Conceptual,Low,no,Single-Discipline,Deductive,2,Analyze,Conceptual,Low,yes,Multi-Discipline,Deductive,5
ARCEZ_Mercury_7218330,Which of these is a renewable resource found in Nevada?,zinc metal,gravel deposits,petroleum products,geothermal energy,D,ARC-Easy,train,"Answer the following multi-choice question:
Which of these is a renewable resource found in Nevada?

Options:
A. zinc metal
B. gravel deposits
C. petroleum products
D. geothermal energy
","Let’s evaluate each option in terms of renewability and whether it’s found in Nevada:

A) Zinc metal  
- A nonrenewable mineral resource that must be mined.  

B) Gravel deposits  
- Also a nonrenewable mineral resource extracted from the earth.  

C) Petroleum products  
- Derived from fossil fuels, which are nonrenewable.  

D) Geothermal energy  
- Heat from the Earth’s interior, which is continuously produced and therefore renewable. Nevada is one of the leading states in geothermal energy production in the U.S.

Answer: D","('o4-mini', 'Claude-3.7-sonnet', 'gemini-2.5-pro')","('Evaluate', 'Apply', 'Analyze')","('Conceptual', 'Conceptual', 'Conceptual')","('Low', 'Low', 'Low')","('yes', 'no', 'no')","('Single-Discipline', 'Single-Discipline', 'Multi-Discipline')","('Deductive', 'Deductive', 'Deductive')","(6, 2, 6)",Grade 08,Remembering,I,8,Low,Evaluate,Conceptual,Low,yes,Single-Discipline,Deductive,6,Apply,Conceptual,Low,no,Single-Discipline,Deductive,2,Analyze,Conceptual,Low,no,Multi-Discipline,Deductive,6
ARCEZ_Mercury_SC_408243,George is studying erosion. He learns how rocks break apart over time. Which of these most likely forms when a rock weathers and breaks into small pieces?,fossils,crystals,minerals,sediments,D,ARC-Easy,test,"Answer the following multi-choice question:
George is studying erosion. He learns how rocks break apart over time. Which of these most likely forms when a rock weathers and breaks into small pieces?

Options:
A. fossils
B. crystals
C. minerals
D. sediments
","Step 1: Weathering and erosion are processes that break down existing rocks into smaller pieces.  
Step 2: The question asks what those broken-off pieces are called.  
Step 3:  
  A) Fossils are preserved remains or traces of once-living organisms.  
  B) Crystals form when minerals solidify with an ordered atomic structure.  
  C) Minerals are naturally occurring inorganic substances, often making up rocks, not the broken fragments themselves.  
  D) Sediments are the small particles and fragments produced when rocks weather and break apart.  
Step 4: The correct term for small rock fragments produced by weathering is “sediments.”  

Answer: D","('o4-mini', 'Claude-3.7-sonnet', 'gemini-2.5-pro')","('Remember', 'Understand', 'Analyze')","('Factual', 'Conceptual', 'Conceptual')","('Low', 'Low', 'Low')","('yes', 'no', 'yes')","('Single-Discipline', 'Single-Discipline', 'Multi-Discipline')","('Deductive', 'Deductive', 'Deductive')","(6, 3, 6)",Grade 04,Remembering,I,4,Medium,Remember,Factual,Low,yes,Single-Discipline,Deductive,6,Understand,Conceptual,Low,no,Single-Discipline,Deductive,3,Analyze,Conceptual,Low,yes,Multi-Discipline,Deductive,6
